,area,distance to Roads,distance to Electrical lines,distance to Water,shape_factor,grassland,dry savanna,orchard,agriculture with vegetation,arable land,inner swamp,complex culture systems,Elevation mean,Elevation std,Slope mean,Slope std,Aspect mean,Aspect std,time to resource 0,time from resource 0,fuel consumption to resource 0,fuel consumption from resource 0,time to resource 1,time from resource 1,fuel consumption to resource 1,fuel consumption from resource 1,time to resource 2,time from resource 2,fuel consumption to resource 2,fuel consumption from resource 2,time to resource 3,time from resource 3,fuel consumption to resource 3,fuel consumption from resource 3,time to resource 4,time from resource 4,fuel consumption to resource 4,fuel consumption from resource 4,time to resource 5,time from resource 5,fuel consumption to resource 5,fuel consumption from resource 5,time to resource 6,time from resource 6,fuel consumption to resource 6,fuel consumption from resource 6
11,102170.22,612.17,654.12,1220.36,0.58,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.27,2.11,1.99,1.17,76.24,71.38,2.93,4.18,87.98,184.26,3.18,4.52,87.85,184.03,2.23,3.06,59.86,125.14,0.58,0.81,16.54,35.26,0.53,0.72,15.87,33.18,1.25,1.64,33.70,70.94,6.24,9.49,165.83,341.67
12,97314.82,906.42,969.57,1526.73,0.60,0.00,1.00,0.00,0.00,0.00,0.00,0.00,6.09,0.97,0.75,0.56,86.54,75.96,2.93,4.18,87.98,184.26,3.18,4.52,87.85,184.03,2.23,3.06,59.86,125.14,0.58,0.81,16.54,35.26,0.53,0.72,15.87,33.18,1.25,1.64,33.70,70.94,6.24,9.49,165.83,341.67
13,98886.67,648.78,326.16,2236.81,0.57,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.62,1.36,1.12,0.44,202.92,111.19,2.97,4.22,88.42,184.61,3.22,4.56,88.29,184.38,2.27,3.09,60.30,125.49,0.62,0.85,16.98,35.61,0.49,0.68,14.72,31.06,1.21,1.60,32.56,68.82,6.21,9.45,164.69,339.54
14,99764.26,559.60,618.32,1111.13,0.48,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.22,0.92,0.76,0.43,168.64,68.04,2.98,4.23,88.63,185.21,3.23,4.57,88.50,184.98,2.27,3.10,60.52,126.09,0.63,0.86,17.20,36.21,0.49,0.69,14.54,31.23,1.21,1.60,32.38,68.99,6.21,9.45,164.51,339.71
15,100000.00,846.26,709.28,2288.48,0.58,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.31,1.83,1.33,0.57,238.75,65.82,2.96,4.21,88.72,185.68,3.21,4.55,88.59,185.45,2.25,3.09,60.61,126.56,0.61,0.84,17.29,36.68,0.51,0.69,15.19,31.61,1.22,1.61,33.03,69.37,6.22,9.46,165.15,340.09
16,101366.32,285.67,1330.00,2394.48,0.48,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.31,1.38,1.16,0.63,192.48,142.41,2.96,4.21,88.72,185.68,3.21,4.55,88.59,185.45,2.25,3.09,60.61,126.56,0.61,0.84,17.29,36.68,0.51,0.69,15.19,31.61,1.22,1.61,33.03,69.37,6.22,9.46,165.15,340.09
17,100000.00,512.54,1041.69,2246.51,0.58,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.29,1.44,1.21,0.50,233.77,113.43,2.96,4.21,88.72,185.68,3.21,4.55,88.59,185.45,2.25,3.09,60.61,126.56,0.61,0.84,17.29,36.68,0.51,0.69,15.19,31.61,1.22,1.61,33.03,69.37,6.22,9.46,165.15,340.09
18,100000.00,621.40,1025.94,2499.96,0.51,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.67,1.14,0.93,0.49,178.19,122.19,2.96,4.22,88.77,185.87,3.21,4.56,88.64,185.64,2.25,3.09,60.65,126.75,0.61,0.85,17.33,36.87,0.50,0.69,15.11,31.52,1.22,1.60,32.95,69.27,6.22,9.45,165.07,340.00
19,101780.45,364.24,1348.20,1839.97,0.48,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.69,1.14,1.15,0.71,93.54,70.26,2.96,4.22,88.85,186.30,3.22,4.56,88.72,186.06,2.26,3.10,60.73,127.17,0.61,0.85,17.41,37.30,0.50,0.68,14.88,31.32,1.21,1.60,32.72,69.08,6.21,9.45,164.85,339.80
20,101069.61,592.00,1152.94,1652.44,0.56,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.62,0.86,0.56,0.24,170.50,41.31,2.97,4.23,89.05,186.55,3.22,4.57,88.93,186.31,2.26,3.10,60.94,127.42,0.61,0.86,17.62,37.55,0.49,0.68,14.76,30.99,1.21,1.59,32.59,68.75,6.21,9.44,164.72,339.47
21,99813.18,374.11,1403.93,1923.34,0.68,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.75,1.22,1.10,0.65,79.28,66.12,2.97,4.23,89.11,186.68,3.22,4.57,88.98,186.45,2.26,3.10,61.00,127.56,0.62,0.86,17.68,37.68,0.49,0.68,14.66,30.90,1.21,1.59,32.50,68.66,6.21,9.44,164.62,339.38
22,100000.00,762.39,931.94,1426.94,0.67,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.73,1.69,1.16,0.52,171.32,125.77,2.96,4.22,88.84,186.24,3.22,4.56,88.71,186.00,2.26,3.10,60.72,127.11,0.61,0.85,17.40,37.24,0.50,0.68,14.91,31.34,1.21,1.60,32.75,69.10,6.21,9.45,164.88,339.82
23,97814.60,933.91,810.21,1315.04,0.53,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.11,1.41,1.05,0.51,119.47,115.08,2.98,4.23,88.66,185.29,3.23,4.57,88.54,185.06,2.28,3.10,60.55,126.17,0.63,0.86,17.23,36.29,0.49,0.68,14.50,31.12,1.21,1.60,32.34,68.87,6.21,9.45,164.47,339.60
24,46445.99,284.64,679.15,1170.79,0.58,0.00,1.00,0.00,0.00,0.00,0.00,0.00,6.64,0.77,0.83,0.38,187.64,39.54,2.98,4.23,88.66,185.34,3.23,4.57,88.54,185.11,2.28,3.10,60.55,126.22,0.63,0.86,17.23,36.34,0.49,0.68,14.48,31.12,1.21,1.60,32.31,68.87,6.21,9.45,164.44,339.60
25,98898.66,444.94,1268.75,1576.17,0.51,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.40,0.80,0.89,0.26,273.53,66.90,3.00,4.26,89.37,186.69,3.26,4.60,89.25,186.46,2.30,3.13,61.26,127.57,0.65,0.89,17.94,37.69,0.42,0.58,12.53,26.42,1.14,1.50,30.37,64.18,6.14,9.35,162.50,334.91
26,98189.61,187.55,1011.85,1834.14,0.55,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.50,1.06,0.83,0.37,171.84,101.95,3.00,4.26,89.26,186.51,3.25,4.60,89.13,186.27,2.29,3.13,61.14,127.38,0.65,0.89,17.82,37.51,0.43,0.59,12.65,26.64,1.14,1.50,30.49,64.40,6.14,9.35,162.62,335.12
27,101670.07,334.01,1284.64,1563.16,0.54,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.59,0.84,0.69,0.33,139.54,125.51,3.02,4.28,89.94,187.98,3.27,4.62,89.82,187.74,2.31,3.16,61.83,128.86,0.67,0.91,18.51,38.98,0.42,0.59,12.60,26.40,1.14,1.50,30.44,64.16,6.14,9.35,162.57,334.88
28,100894.88,424.84,1747.65,1093.53,0.22,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.10,1.37,0.91,0.66,170.34,102.16,3.00,4.26,89.41,186.85,3.26,4.60,89.29,186.62,2.30,3.13,61.30,127.73,0.65,0.89,17.98,37.85,0.42,0.58,12.46,26.35,1.13,1.50,30.29,64.10,6.13,9.35,162.42,334.83
29,100066.36,313.20,1146.20,1663.09,0.51,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.33,1.15,1.00,0.60,221.07,113.25,2.99,4.25,89.10,186.29,3.25,4.59,88.97,186.06,2.29,3.12,60.99,127.17,0.64,0.88,17.67,37.29,0.43,0.60,12.75,26.98,1.15,1.51,30.59,64.73,6.15,9.36,162.72,335.46
30,102754.27,490.45,1319.55,1498.73,0.63,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.76,1.63,0.96,0.54,192.88,99.49,3.00,4.26,89.21,186.45,3.25,4.59,89.08,186.21,2.29,3.13,61.10,127.32,0.65,0.88,17.78,37.45,0.43,0.59,12.68,26.74,1.14,1.50,30.52,64.50,6.14,9.35,162.64,335.22
31,98836.21,421.76,1260.62,1575.74,0.49,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.56,0.96,0.79,0.42,138.16,115.60,2.99,4.24,88.95,185.89,3.24,4.58,88.82,185.66,2.28,3.11,60.84,126.77,0.63,0.87,17.52,36.89,0.44,0.60,12.94,27.29,1.15,1.52,30.78,65.05,6.15,9.37,162.91,335.77
32,99332.94,384.48,1228.56,1688.78,0.51,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.50,1.23,0.92,0.55,145.12,94.64,2.98,4.24,88.80,185.62,3.24,4.58,88.67,185.38,2.28,3.11,60.69,126.50,0.63,0.87,17.37,36.62,0.44,0.61,13.11,27.54,1.16,1.52,30.95,65.30,6.16,9.37,163.07,336.02
33,99312.05,1324.08,2177.66,837.45,0.23,0.00,1.00,0.00,0.00,0.00,0.00,0.00,14.42,3.42,2.95,1.27,170.58,104.23,2.97,4.21,88.23,184.41,3.22,4.55,88.11,184.18,2.26,3.08,60.12,125.29,0.62,0.84,16.80,35.41,0.46,0.63,13.63,28.78,1.17,1.54,31.47,66.54,6.17,9.39,163.59,337.26
34,19468.20,1289.69,2131.73,818.69,0.65,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.50,1.00,1.01,0.31,221.65,73.17,2.98,4.24,88.79,185.56,3.24,4.57,88.66,185.32,2.28,3.11,60.68,126.43,0.63,0.86,17.36,36.56,0.44,0.61,13.14,27.56,1.16,1.52,30.98,65.32,6.16,9.37,163.10,336.04
35,102748.67,209.13,1038.41,921.14,0.55,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.80,1.94,1.07,0.60,151.97,140.76,3.07,4.34,91.08,190.76,3.32,4.68,90.95,190.53,2.36,3.21,62.96,131.64,0.71,0.97,19.64,41.76,0.37,0.49,10.64,22.87,1.08,1.40,28.48,60.63,6.08,9.26,160.61,331.35
36,101706.21,235.33,1058.19,1061.58,0.36,0.00,1.00,0.00,0.00,0.00,0.00,0.00,13.41,2.88,2.02,1.55,147.23,130.41,3.07,4.34,91.13,190.88,3.32,4.68,91.00,190.65,2.36,3.21,63.01,131.76,0.72,0.97,19.69,41.88,0.37,0.49,10.62,22.65,1.08,1.40,28.46,60.41,6.08,9.25,160.59,331.13
37,97614.33,451.58,1293.05,932.10,0.24,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.59,2.45,1.67,0.90,203.02,84.08,3.06,4.33,90.96,190.27,3.32,4.67,90.84,190.04,2.36,3.20,62.85,131.15,0.71,0.96,19.53,41.27,0.37,0.50,10.88,23.18,1.09,1.41,28.72,60.94,6.08,9.26,160.84,331.66
38,99456.45,348.26,820.32,696.88,0.49,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.08,1.49,1.47,1.00,153.37,83.22,3.13,4.43,93.07,194.68,3.38,4.77,92.94,194.45,2.42,3.30,64.95,135.56,0.78,1.06,21.63,45.68,0.30,0.41,8.72,18.77,1.02,1.33,26.73,56.59,6.02,9.18,158.86,327.31
39,82021.95,252.76,908.39,675.79,0.73,0.00,1.00,0.00,0.00,0.00,0.00,0.00,13.39,2.48,1.71,0.82,155.17,95.99,3.12,4.43,92.90,194.51,3.38,4.77,92.77,194.27,2.42,3.30,64.78,135.38,0.77,1.06,21.46,45.51,0.30,0.41,8.83,19.04,1.02,1.34,26.84,56.85,6.02,9.19,158.97,327.57
40,99778.90,475.37,9221.83,923.51,0.59,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.22,2.82,1.84,1.26,132.63,94.31,4.58,6.33,130.96,273.83,4.83,6.67,130.83,273.59,3.87,5.20,102.84,214.70,2.23,2.96,59.52,124.83,1.60,2.12,43.27,90.68,0.44,0.57,11.10,22.94,4.65,7.31,121.89,248.58
41,15508.22,396.06,9296.51,1112.33,0.66,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.57,3.66,3.27,1.36,196.18,43.23,4.67,6.44,132.62,278.15,4.93,6.78,132.49,277.91,3.97,5.31,104.51,219.02,2.32,3.07,61.19,129.15,1.70,2.22,44.94,95.00,0.53,0.68,12.77,27.26,4.74,7.41,123.56,252.90
42,102385.32,186.02,431.16,965.73,0.57,1.00,0.00,0.00,0.00,0.00,0.00,0.00,10.10,1.87,1.31,0.85,128.91,42.85,4.06,5.68,118.57,249.85,4.31,6.02,118.44,249.61,3.35,4.55,90.46,190.72,1.71,2.31,47.14,100.85,1.08,1.47,30.89,66.70,0.36,0.47,9.26,19.59,5.07,7.95,133.25,272.68
43,101357.23,535.51,772.82,1317.83,0.58,1.00,0.00,0.00,0.00,0.00,0.00,0.00,12.85,3.08,2.40,0.89,183.43,14.68,4.06,5.68,118.62,249.95,4.31,6.02,118.50,249.71,3.36,4.56,90.51,190.82,1.71,2.31,47.19,100.95,1.08,1.47,30.94,66.80,0.36,0.47,9.31,19.69,5.07,7.94,133.22,272.53
44,100000.00,569.89,832.27,1285.58,0.51,1.00,0.00,0.00,0.00,0.00,0.00,0.00,14.82,2.76,3.06,0.80,81.09,19.57,4.06,5.68,118.57,249.85,4.31,6.02,118.44,249.61,3.35,4.55,90.46,190.72,1.71,2.31,47.14,100.85,1.08,1.47,30.89,66.70,0.36,0.47,9.26,19.59,5.07,7.95,133.25,272.68
45,100000.00,381.04,680.92,1069.80,0.58,1.00,0.00,0.00,0.00,0.00,0.00,0.00,9.67,1.05,1.44,0.49,107.79,92.64,4.06,5.68,118.53,249.75,4.31,6.02,118.40,249.51,3.35,4.55,90.42,190.63,1.71,2.31,47.10,100.75,1.08,1.46,30.85,66.60,0.36,0.47,9.22,19.50,5.07,7.95,133.31,272.77
46,100680.98,159.18,483.63,842.44,0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,8.23,1.31,1.35,0.93,201.45,101.46,4.05,5.67,118.35,249.33,4.31,6.01,118.22,249.09,3.35,4.54,90.24,190.20,1.70,2.30,46.92,100.33,1.07,1.46,30.67,66.18,0.35,0.46,9.04,19.07,5.07,7.95,133.53,273.07
47,100832.12,379.96,758.08,926.26,0.67,1.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,3.10,2.92,1.24,235.05,48.16,4.05,5.66,118.19,249.13,4.30,6.00,118.06,248.90,3.34,4.54,90.08,190.01,1.70,2.29,46.76,100.13,1.07,1.45,30.51,65.99,0.35,0.45,8.88,18.88,5.08,7.96,133.62,273.43
48,101769.41,671.75,995.88,1284.68,0.59,1.00,0.00,0.00,0.00,0.00,0.00,0.00,11.44,2.34,2.12,1.13,147.21,78.09,4.05,5.67,118.36,249.39,4.31,6.01,118.23,249.15,3.35,4.54,90.25,190.26,1.70,2.30,46.93,100.39,1.08,1.46,30.68,66.24,0.35,0.46,9.05,19.13,5.07,7.95,133.50,273.05
49,99326.93,411.31,1638.61,2223.11,0.57,1.00,0.00,0.00,0.00,0.00,0.00,0.00,32.47,3.48,3.73,2.41,137.40,87.75,4.13,5.76,120.04,253.39,4.38,6.10,119.91,253.16,3.42,4.64,91.93,194.27,1.78,2.39,48.61,104.39,1.15,1.55,32.36,70.25,0.43,0.55,10.73,23.14,5.10,7.98,133.69,273.79
50,100944.95,716.74,1559.76,2098.04,0.59,1.00,0.00,0.00,0.00,0.00,0.00,0.00,21.54,4.13,3.63,2.53,137.64,121.90,4.13,5.76,120.04,253.39,4.38,6.10,119.91,253.16,3.42,4.64,91.93,194.27,1.78,2.39,48.61,104.39,1.15,1.55,32.36,70.25,0.43,0.55,10.73,23.14,5.10,7.98,133.69,273.79
51,98084.32,563.33,1331.21,1889.92,0.61,1.00,0.00,0.00,0.00,0.00,0.00,0.00,21.87,4.70,3.47,1.93,96.64,58.61,4.13,5.76,120.04,253.39,4.38,6.10,119.91,253.16,3.42,4.64,91.93,194.27,1.78,2.39,48.61,104.39,1.15,1.55,32.36,70.25,0.43,0.55,10.73,23.14,5.10,7.98,133.69,273.79
52,98158.11,870.03,1112.00,1632.09,0.49,1.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,3.31,2.35,1.35,165.10,54.37,4.06,5.68,118.62,249.95,4.31,6.02,118.50,249.71,3.36,4.56,90.51,190.82,1.71,2.31,47.19,100.95,1.08,1.47,30.94,66.80,0.36,0.47,9.31,19.69,5.07,7.94,133.22,272.53
53,98632.72,922.52,1190.65,1621.17,0.64,1.00,0.00,0.00,0.00,0.00,0.00,0.00,18.25,1.83,1.64,0.63,95.45,56.79,4.06,5.68,118.57,249.85,4.31,6.02,118.44,249.61,3.35,4.55,90.46,190.72,1.71,2.31,47.14,100.85,1.08,1.47,30.89,66.70,0.36,0.47,9.26,19.59,5.07,7.95,133.25,272.68
54,99456.59,1180.28,1429.50,1905.64,0.64,1.00,0.00,0.00,0.00,0.00,0.00,0.00,21.16,2.54,1.87,0.89,170.88,99.32,4.06,5.68,118.62,249.95,4.31,6.02,118.50,249.71,3.36,4.56,90.51,190.82,1.71,2.31,47.19,100.95,1.08,1.47,30.94,66.80,0.36,0.47,9.31,19.69,5.07,7.94,133.22,272.53
55,100431.23,184.36,18583.56,234.07,0.30,1.00,0.00,0.00,0.00,0.00,0.00,0.00,33.47,7.28,7.14,2.70,168.38,76.52,0.95,1.34,25.26,52.79,1.50,2.14,35.52,75.46,2.26,3.20,61.00,130.12,3.30,4.72,95.93,204.90,4.37,6.19,126.42,269.11,5.08,7.11,144.26,306.87,10.08,14.96,276.39,577.59
56,101965.02,216.85,18315.24,142.81,0.39,1.00,0.00,0.00,0.00,0.00,0.00,0.00,35.36,9.46,10.47,4.69,239.90,56.99,0.89,1.26,23.89,49.98,1.44,2.06,34.14,72.65,2.20,3.12,59.63,127.30,3.24,4.64,94.55,202.09,4.31,6.12,125.04,266.29,5.02,7.03,142.88,304.05,10.02,14.88,275.01,574.78
57,30980.54,86.68,18599.54,159.98,0.59,1.00,0.00,0.00,0.00,0.00,0.00,0.00,24.55,3.39,4.89,2.27,192.82,95.83,0.92,1.31,24.63,51.43,1.47,2.11,34.88,74.10,2.23,3.17,60.37,128.75,3.27,4.69,95.29,203.54,4.34,6.16,125.78,267.74,5.05,7.08,143.62,305.50,10.05,14.93,275.75,576.22
58,101346.88,87.97,18302.07,565.00,0.33,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20.31,2.48,2.15,1.39,158.77,107.30,0.96,1.36,25.42,53.23,1.51,2.15,35.67,75.90,2.28,3.22,61.16,130.56,3.31,4.73,96.08,205.34,4.38,6.21,126.57,269.55,5.10,7.12,144.41,307.31,10.10,14.97,276.54,578.03
59,100000.00,782.58,4269.89,1213.23,0.51,1.00,0.00,0.00,0.00,0.00,0.00,0.00,10.80,3.12,3.14,2.62,233.95,70.28,3.62,5.09,105.91,222.65,3.87,5.43,105.78,222.41,2.91,3.96,77.80,163.53,1.26,1.72,34.48,73.65,0.64,0.87,18.23,39.50,0.71,0.93,18.99,40.50,5.71,8.78,150.82,310.73
60,100488.83,420.92,4012.33,776.25,0.68,1.00,0.00,0.00,0.00,0.00,0.00,0.00,10.80,0.98,1.55,1.53,152.44,60.15,3.61,5.07,105.63,222.26,3.86,5.41,105.50,222.03,2.90,3.95,77.52,163.14,1.26,1.70,34.20,73.26,0.63,0.86,17.95,39.12,0.70,0.92,18.71,40.11,5.70,8.77,150.84,310.83
61,99000.50,612.79,3972.93,964.56,0.45,1.00,0.00,0.00,0.00,0.00,0.00,0.00,12.47,3.95,4.02,3.11,211.60,77.95,3.61,5.07,105.51,222.25,3.86,5.41,105.38,222.02,2.90,3.94,77.40,163.13,1.26,1.70,34.08,73.25,0.63,0.86,17.83,39.10,0.70,0.91,18.59,40.10,5.70,8.76,150.72,310.82
62,100504.26,166.11,4056.80,800.30,0.68,1.00,0.00,0.00,0.00,0.00,0.00,0.00,15.31,4.09,4.26,2.02,210.89,59.04,3.61,5.08,105.81,222.42,3.87,5.42,105.68,222.19,2.91,3.95,77.70,163.30,1.26,1.71,34.38,73.42,0.64,0.87,18.13,39.27,0.71,0.93,18.89,40.27,5.71,8.78,150.93,310.94
63,100000.00,647.73,4420.36,1052.00,0.58,1.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.49,1.03,0.45,149.19,116.71,3.62,5.09,106.00,222.80,3.87,5.43,105.88,222.56,2.91,3.96,77.89,163.67,1.27,1.72,34.57,73.79,0.64,0.88,18.32,39.65,0.71,0.93,19.09,40.64,5.71,8.78,150.75,310.58
64,99660.45,401.01,4382.61,818.91,0.47,0.97,0.03,0.00,0.00,0.00,0.00,0.00,11.81,3.21,1.90,1.48,106.48,53.48,3.62,5.09,106.03,222.88,3.87,5.43,105.90,222.65,2.91,3.96,77.92,163.76,1.27,1.72,34.60,73.88,0.64,0.88,18.35,39.74,0.71,0.93,19.11,40.73,5.71,8.78,150.73,310.49
65,100000.00,1041.38,4675.65,1553.11,0.51,1.00,0.00,0.00,0.00,0.00,0.00,0.00,10.71,1.03,0.75,0.46,104.33,80.77,3.62,5.09,106.03,222.88,3.87,5.43,105.90,222.65,2.91,3.96,77.92,163.76,1.27,1.72,34.60,73.88,0.64,0.88,18.35,39.74,0.71,0.93,19.11,40.73,5.71,8.78,150.73,310.49
66,100000.00,1188.20,4544.71,1359.29,0.51,1.00,0.00,0.00,0.00,0.00,0.00,0.00,9.38,0.70,1.05,0.80,178.57,124.41,3.62,5.09,105.87,222.65,3.87,5.43,105.74,222.41,2.91,3.96,77.76,163.52,1.26,1.72,34.44,73.65,0.64,0.87,18.19,39.50,0.71,0.93,18.95,40.49,5.71,8.78,150.82,310.81
67,100000.00,1066.91,4270.32,1083.73,0.51,1.00,0.00,0.00,0.00,0.00,0.00,0.00,12.36,4.07,3.42,2.21,217.23,84.39,3.61,5.07,105.52,222.26,3.86,5.41,105.39,222.03,2.90,3.94,77.40,163.14,1.26,1.70,34.08,73.26,0.63,0.86,17.83,39.12,0.70,0.91,18.60,40.11,5.70,8.76,150.73,310.83
68,100000.00,943.90,4818.43,1161.95,0.51,1.00,0.00,0.00,0.00,0.00,0.00,0.00,10.56,0.83,0.46,0.24,116.37,76.26,3.62,5.09,106.07,223.01,3.88,5.43,105.94,222.78,2.92,3.97,77.95,163.89,1.27,1.72,34.63,74.01,0.65,0.88,18.38,39.87,0.72,0.94,19.15,40.86,5.72,8.79,150.71,310.30
69,99094.51,738.88,4981.69,892.58,0.44,0.61,0.39,0.00,0.00,0.00,0.00,0.00,12.18,1.34,1.75,0.71,103.74,119.32,3.64,5.11,106.35,223.57,3.89,5.45,106.22,223.33,2.93,3.98,78.23,164.44,1.28,1.74,34.91,74.57,0.66,0.89,18.66,40.42,0.73,0.95,19.43,41.41,5.73,8.80,150.45,309.66
70,99403.04,648.18,4742.77,861.37,0.59,0.59,0.41,0.00,0.00,0.00,0.00,0.00,11.08,1.38,1.20,1.02,165.60,87.50,3.63,5.09,106.10,223.11,3.88,5.43,105.98,222.87,2.92,3.97,77.99,163.98,1.28,1.72,34.67,74.10,0.65,0.88,18.42,39.96,0.72,0.94,19.19,40.95,5.72,8.79,150.66,310.18
